processor, function, execution_time, fps
gpu,GaussianBlur, 0.0879514217376709, 11.369912847829328
gpu,GaussianBlur, 0.06995987892150879, 14.293906956613606
gpu,GaussianBlur, 0.07695603370666504, 12.994432688822315
gpu,GaussianBlur, 0.07295918464660645, 13.706293523477761
gpu,GaussianBlur, 0.06990599632263184, 14.304924507259377
gpu,GaussianBlur, 0.08095383644104004, 12.35271907994522
gpu,GaussianBlur, 0.07695698738098145, 12.994271657873295
gpu,GaussianBlur, 0.08311605453491211, 12.031369939245124
gpu,GaussianBlur, 0.07995414733886719, 12.507168587036904
gpu,GaussianBlur, 0.07294130325317383, 13.709653589943061
gpu,GaussianBlur, 0.08295178413391113, 12.055195803693325
gpu,GaussianBlur, 0.07495689392089844, 13.341001043283544
gpu,GaussianBlur, 0.08135581016540527, 12.291685104811696
gpu,GaussianBlur, 0.07695722579956055, 12.994231400759645
gpu,GaussianBlur, 0.07096457481384277, 14.091537962754538
gpu,GaussianBlur, 0.08495402336120605, 11.771072874891601
gpu,GaussianBlur, 0.08595156669616699, 11.634459247670641
gpu,GaussianBlur, 0.08295178413391113, 12.055195803693325
gpu,GaussianBlur, 0.07895445823669434, 12.665529247280007
gpu,GaussianBlur, 0.07895302772521973, 12.665758727838794
gpu,GaussianBlur, 0.0819540023803711, 12.201966602664804
gpu,GaussianBlur, 0.07889151573181152, 12.675634264645884
gpu,GaussianBlur, 0.0859520435333252, 11.634394703044862
gpu,GaussianBlur, 0.07795977592468262, 12.827127683975204
gpu,GaussianBlur, 0.07395625114440918, 13.521507438869099
gpu,GaussianBlur, 0.07396078109741211, 13.520679273017981
gpu,GaussianBlur, 0.07396149635314941, 13.520548519262324
gpu,GaussianBlur, 0.08195924758911133, 12.201185704062695
gpu,GaussianBlur, 0.07196331024169922, 13.895969996951987
gpu,GaussianBlur, 0.07595515251159668, 13.165663775703985
gpu,GaussianBlur, 0.07495641708374023, 13.341085912401795
gpu,GaussianBlur, 0.09896683692932129, 10.104394876378292
gpu,GaussianBlur, 0.09596562385559082, 10.420398053211233
gpu,GaussianBlur, 0.08295392990112305, 12.05488397224761
gpu,GaussianBlur, 0.08925557136535645, 11.20378240487225
gpu,GaussianBlur, 0.06913495063781738, 14.46446393284892
gpu,GaussianBlur, 0.07326602935791016, 13.64889033517735
gpu,GaussianBlur, 0.07295942306518555, 13.706248733718065
gpu,GaussianBlur, 0.10294127464294434, 9.714276450029761
gpu,GaussianBlur, 0.10594058036804199, 9.439253556342228
gpu,GaussianBlur, 0.08659005165100098, 11.548670787615126
gpu,GaussianBlur, 0.08395218849182129, 11.91154177115253
gpu,GaussianBlur, 0.0759589672088623, 13.165002589494499
gpu,GaussianBlur, 0.07695698738098145, 12.994271657873295
gpu,GaussianBlur, 0.08195304870605469, 12.202108594968232
gpu,GaussianBlur, 0.09694337844848633, 10.31529967290524
gpu,GaussianBlur, 0.0739591121673584, 13.52098437494963
gpu,GaussianBlur, 0.0739593505859375, 13.520940788116361
gpu,GaussianBlur, 0.07895755767822266, 12.665032067928449
cpu,bilateralFilter, 0.7960996627807617, 1.256124134642914
cpu,bilateralFilter, 0.7586290836334229, 1.318167232938844
cpu,bilateralFilter, 0.7009813785552979, 1.4265714191452143
cpu,bilateralFilter, 0.7340312004089355, 1.362339910678035
cpu,bilateralFilter, 0.7917447090148926, 1.263033385147876
cpu,bilateralFilter, 0.7195241451263428, 1.3898074258847948
cpu,bilateralFilter, 0.817462682723999, 1.223297431349085
cpu,bilateralFilter, 0.914680004119873, 1.0932785187123708
cpu,bilateralFilter, 0.8175361156463623, 1.223187552037842
cpu,bilateralFilter, 0.7367520332336426, 1.3573087753975357
cpu,bilateralFilter, 1.0757267475128174, 0.9296041046781585
cpu,bilateralFilter, 0.8355240821838379, 1.1968535932396656
cpu,bilateralFilter, 0.8435211181640625, 1.1855067744794776
cpu,bilateralFilter, 0.7606222629547119, 1.3147130299807446
cpu,bilateralFilter, 0.7792103290557861, 1.2833505444053306
cpu,bilateralFilter, 0.947028636932373, 1.055934278016357
cpu,bilateralFilter, 0.7571234703063965, 1.3207885361093283
cpu,bilateralFilter, 0.7211353778839111, 1.3867021791863616
cpu,bilateralFilter, 0.6791934967041016, 1.472334474421008
cpu,bilateralFilter, 1.0265429019927979, 0.974143407020524
